name;nodes
Comunista-09;CHIAROMONTE Gerardo,PECCHIOLI Ugo,PIERALLI Piero,CANNATA Giuseppe,MAFFIOLETTI Roberto,MORANDI Arrigo,NESPOLO Carla,POLLASTRELLI Sergio,ANDRIANI Antonio Silvano,ANTONIAZZI Renzo,BERLINGUER Giovanni,BOLLINI Rodolfo Pietro,BUFALINI Paolo,CALICE Giovanni,CANNATA Giuseppe,COSSUTTA Armando,DE TOFFOL Sandrino,FERRARA Maurizio,IMBRIACO Nicola,LIBERTINI Lucio,LOTTI Maurizio,MARGHERI Andrea Guido Lazzaro,PERNA Edoardo Romano,RASIMELLI Ilvano,RICCI Raimondo,SALVATO Ersilia,STEFANI Dante,TEDESCO TATO' Giglia,VALORI Dario,VITALE Giuseppe,VOLPONI Paolo,ALFANI Alfredo,ALICI Francesco Onorato,ANDRIANI Antonio Silvano,ANGELIN Gastone,ANTONIAZZI Renzo,ARGAN Giulio Carlo,BAIARDI Ennio,BATTELLO Nereo,BELLAFIORE Vito,BENEDETTI Gianfilippo,BERLINGUER Giovanni,BIRARDI Mario,BISSO Lovrano,BOLDRINI Arrigo,BOLLINI Rodolfo Pietro,BONAZZI Renzo,BOTTI Giuseppe,CALI' Antonio,CANETTI Nedo,CARMENO Pietro,CASCIA Aroldo,CHERI Mario,CHIARANTE Giuseppe Antonio,CHIAROMONTE Gerardo,COLAJANNI Napoleone,COMASTRI Giancarlo,CONSOLI Vito,CROCETTA Salvatore,DE SABBATA Giorgio,DE TOFFOL Sandrino,DI CORATO Riccardo,FANTI Guido,FELICETTI Nevio,FERRARA Maurizio,FLAMIGNI Sergio,GHERBEZ Gabriella,GIACCHE' Aldo,GIANOTTI Lorenzo,GIGLI Sergio,GIOINO Antonio,GIURA LONGO Raffaele,GIUSTINELLI Franco,GRAZIANI Enrico Giuseppe,GRECO Francesco,GROSSI Vinci,GUARASCIO Giuseppe Paolo,IANNONE Giuseppe,IMBRIACO Nicola,LIBERTINI Lucio,LIPPI Alessandro,MACALUSO Emanuele,MARGHERITI Riccardo,MARTORELLI Francesco,MASCAGNI Andrea,MERIGGI Luigi,MIANA Silvio,MILANI Armelino,MONTALBANO Giuseppe,NICOLETTO Italo,PAPALIA Antonino,PASQUINI Alessio,PECCHIOLI Ugo,PETRARA Onofrio,POLLASTRELLI Sergio,POLLIDORO Carlo,POLLINI Renato,PROCACCI Giuliano,PUPPI Leonello,RANALLI Giovanni,RASIMELLI Ilvano,RAVERA Camilla,ROSSANDA Marina,SEGA Vittorio,TARAMELLI Antonio,TERRACINI Umberto,TORRI Giovanni,URBANI Giovanni Battista,VALENZA Pietro,VECCHI Claudio,VECCHIETTI Tullio,VISCONTI Roberto,VITALE Giuseppe,VOLPONI Paolo
Democratico Cristiano-09;BISAGLIA Antonio,MANCINO Nicola,ALIVERTI Gianfranco,CAROLLO Vincenzo,MANCINO Nicola,ALIVERTI Gianfranco,ALIVERTI Gianfranco,BUTINI Ivo,SAPORITO Learco,FONTANA Elio,BEORCHIA Claudio,COLOMBO SVEVO Maria Paola,DELLA PORTA Onio,DI LEMBO Osvaldo,FALLUCCHI Severino,JERVOLINO RUSSO Rosa,MARTINI Maria Eletta,MEZZAPESA Pietro,PACINI Arturo,RUFFINO Gian Carlo,SCOPPOLA Pietro,TOROS Mario,VENTURI Giovanni,ABIS Lucio,ACCILI Achille,ALIVERTI Gianfranco,ANGELONI Alcide,AVELLONE Giuseppe,BALDI Carlo,BAUSI Luciano,BEORCHIA Claudio,BERLANDA Enzo,BERNASSOLA Angelo,BOGGIO Carlo,BOMBARDIERI Vincenzo,BOMPIANI Adriano,BONIFACIO Francesco Paolo,BUTINI Ivo,CALCATERRA Felice,CAMPUS Salvatore,CARLI Guido,CAROLLO Vincenzo,CARTA Gianuario,CASTELLI Angelo,CAVALIERE Stefano,CECCATELLI Anna Gabriella,CENGARLE Onorio,CERAMI Giuseppe,COCO Giovanni Silvestro,CODAZZI Alessandra,COLELLA Pietro,COLOMBO Vittorino (L.),COLOMBO Vittorino (V.),COLOMBO SVEVO Maria Paola,CONDORELLI Mario,COSSIGA Francesco,COSTA Mario,CUMINETTI Sergio,CURELLA Michele,D'AGOSTINI Giulio,D'AMELIO Saverio,D'ONOFRIO Francesco,DAMAGIO Saverio,DE CINQUE Germano,DE GIUSEPPE Giorgio,DE VITO Salverino,DEGAN Costante,DEGOLA Giorgio,DEL NOCE Augusto,DELLA PORTA Onio,DI LEMBO Osvaldo,DI STEFANO Corradino,DIANA Alfredo,DONAT-CATTIN Carlo,EVANGELISTI Franco,FALCUCCI Franca,FALLUCCHI Severino,FANFANI Amintore,FERRARA Nicola,FERRARI-AGGRADI Mario,FIMOGNARI Giuseppe,FONTANA Elio,FOSCHI Armando,FRACASSI Giuseppe,GALLO Ignazio Marcello,GENOVESE Luigi,GIACOMETTI Delio,GIUST Bruno,GRANELLI Luigi,GRASSI BERTAZZI Niccolo',GUSSO Giuliano,IANNI Manlio,JERVOLINO RUSSO Rosa,KESSLER Bruno,LAI Angelo,LAPENTA Nicola,LIPARI Nicolo',LOMBARDI Domenico Raffaello,LOTTI Angelo,MANCINO Nicola,MARTINI Maria Eletta,MASCARO Giuseppe,MAZZOLA Francesco,MELANDRI Leonardo,MELOTTO Giovanni Battista,MEZZAPESA Pietro,MIROGLIO Giuseppe,MURMURA Antonino,NEPI Gualtiero,NERI Emilio,ORIANA Giuseppe,ORLANDO Giulio Cesare,PACINI Arturo,PADULA Pietro,PAGANI Antonino,PASTORINO Carlo,PATRIARCA Francesco,PAVAN Angelo,PETRILLI Giuseppe,PINTO Michele,POSTAL Giorgio,PRANDINI Giovanni,PUCCI Ernesto,REBECCHINI Francesco,RIGGIO Antonino,ROMEI Carlo,ROMEI Roberto,ROSSI Gian Pietro,RUBBI Emilio,RUFFILLI Roberto,RUFFINO Gian Carlo,RUMOR Mariano,SALERNO Carmelo Francesco,SALVI Franco,SANDULLI Aldo,SANTALCO Carmelo,SANTONASTASO Giuseppe,SAPORITO Learco,SCARDACCIONE Decio,SCOPPOLA Pietro,SIGNORELLO Nicola,SPITELLA Giorgio,TAMBRONI ARMAROLI Rodolfo,TANGA Alfonso,TARABINI Eugenio,TAVIANI Emilio Paolo,TOMELLERI Angelo,TONUTTI Giuseppe,TOROS Mario,TRIFOGLI Alfredo,TRIGLIA Riccardo,VENTURI Giovanni,VERNASCHI Vincenzo,VETTORI Glicerio,VIOLA Dino,VITALONE Claudio,ZACCAGNINI Benigno
Movimento Sociale Italiano - Destra Nazionale-09;CROLLALANZA Araldo,MARCHIO Michele,BIGLIA Cesare,PISTOLESE Pietro,MARCHIO Michele,PISTOLESE Pietro,FRANCO Francesco,MITROTTI Tommaso,POZZO Cesare,FINESTRA Aimone,RASTRELLI Antonio,BIGLIA Cesare,POZZO Cesare,BIGLIA Cesare,COSTANZO Nicola,CROLLALANZA Araldo,DE PRISCO Gerardo,DEL PRETE Antonio,FILETTI Cristoforo,FRANCO Francesco,GALDIERI Roberto,GIANGREGORIO Gioacchino,GRADARI Piergiorgio,LA RUSSA Antonino,MOLTISANTI Marisa,MONACO Riccardo,PIROLO Pietro,PISANO' Giorgio,ROMUALDI Pino,SIGNORELLI Ferdinando
Partito Liberale Italiano-09;MALAGODI Giovanni,BASTIANINI Attilio,BASTIANINI Attilio,FIOCCHI Pietro,FASSINO Giuseppe,FIOCCHI Pietro,PALUMBO Vincenzo,VALITUTTI Salvatore
Partito Socialista Italiano-09;FABBRI Fabio,VASSALLI Giuliano,BARSACCHI Paolo,BUFFONI Andrea,CIMINO Francesco,SCEVAROLLI Gino,CASTIGLIONE Franco,SCEVAROLLI Gino,BOZZELLO VEROLE Eugenio,BUFFONI Andrea,CIMINO Francesco,SELLITTI Michele,CASTIGLIONE Franco,DELLA BRIOTTA Libero,FRASCA Salvatore,GARIBALDI Renato,MONSELLATO Amleto,MURATORE Antonio,NOCI Maurizio,ORCIARI Giuseppe,PANIGAZZI Luigi,SPANO Ottavio,VELLA Bruno,BARSACCHI Paolo,BOBBIO Norberto,BOZZELLO VEROLE Eugenio,BUFFONI Andrea,CASSOLA Roberto,CASTIGLIONE Franco,CIMINO Francesco,COVATTA Luigi,DE CATALDO Francesco Antonio,DE MARTINO Francesco,DELLA BRIOTTA Libero,DI NICOLA Francesco,FABBRI Fabio,FABIANI Piero,FINOCCHIARO Beniamino Antonino,FRASCA Salvatore,GARIBALDI Renato,GIUGNI Gino,GRECO Francesco,IANNELLI Francesco,MARAVALLE Fabio,MARINUCCI Elena,MASCIADRI Cornelio,MEOLI Delio,MONSELLATO Amleto,MURATORE Antonio,NOCI Maurizio,NOVELLINI Enrico,ORCIARI Giuseppe,PANIGAZZI Luigi,PERTINI Sandro,QUARANTA Enrico,SCAMARCIO Gaetano,SCEVAROLLI Gino,SEGRETO Domenico,SELLITTI Michele,SIGNORI Silvano,SPANO Ottavio,SPANO Roberto,TROTTA Nicola,VASSALLI Giuliano,VELLA Bruno,ZITO Sisinio
Repubblicano-09;GUALTIERI Libero,VENANZETTI Claudio,AGNELLI Susanna,CARTIA Quintino Antonio,COVI Giorgio,FERRARA SALUTE Giovanni,LEOPIZZI Giacomo,MONDO Vincenzo,PINTO Biagio,ROSSI Aride,SPADOLINI Giovanni,VALIANI Leo
Sinistra Indipendente-09;NAPOLEONI Claudio,OSSICINI Adriano,MILANI Eliseo,CAVAZZUTI Filippo,PINTUS Francesco,CAVAZZUTI Filippo,GOZZINI Mario,RIVA Massimo,ALBERTI Antonio,ANDERLINI Luigi Silvestro,DE FILIPPO Eduardo,ENRIQUES AGNOLETTI Enzo,FIORI Peppino,GOZZINI Mario,LA VALLE Raniero,LOPRIENO Nicola,NAPOLEONI Claudio,ONGARO BASAGLIA Franca,OSSICINI Adriano,PASQUINO Gianfranco,PINGITORE Luigi,PINTUS Francesco,RIVA Massimo,RUSSO Ferdinando,ULIANICH Boris
Partito Socialista Democratico Italiano-09;CONTI PERSINI Gianfranco,SCHIETROMA Dante,PAGANI Maurizio,RIVA Dino,BELLAFIORE Salvatore,CIOCE Cesarino Dante,CONTI PERSINI Gianfranco,FRANZA Luigi,PAGANI Maurizio,PARRINO Francesco,SARAGAT Giuseppe,SCHIETROMA Dante,SCLAVI Renzo
Misto-09;BRUGGER Peter,FOSSON Pietro,MALAGODI Giovanni,BRUGGER Peter,FOSSON Pietro,MITTERDORFER Karl,GIRARDI Graziano,BASTIANINI Attilio,BO Carlo,FASSINO Giuseppe,FIOCCHI Pietro,FONTANARI Sergio,GIRARDI Graziano,LEONE Giovanni,LOI Giovanni Battista,MERZAGORA Cesare,MITTERDORFER Karl,PALUMBO Vincenzo,SIGNORINO Mario,VALITUTTI Salvatore
Comunista-PDS-10;PECCHIOLI Ugo,ANDRIANI Antonio Silvano,LIBERTINI Lucio,MAFFIOLETTI Roberto,POLLINI Renato,TEDESCO TATO' Giglia,CANNATA Giuseppe,GIUSTINELLI Franco,MAFFIOLETTI Roberto,SPOSETTI Ugo,TOSSI Graziella,ALBERICI Aureliana,BARCA Luciano,BENASSI Ugo,BISSO Lovrano,BOFFA Giuseppe,BOLLINI Rodolfo Pietro,BUFALINI Paolo,CALLARI GALLI Matilde,CASCIA Aroldo,COSSUTTA Armando,CROCETTA Salvatore,GALEOTTI Menotti,GAROFALO Carmine,GIACCHE' Aldo,IMBRIACO Nicola,IMPOSIMATO Ferdinando,LAMA Luciano,MACALUSO Emanuele,MACIS Francesco,MARGHERI Andrea Guido Lazzaro,PIERALLI Piero,SALVATO Ersilia,SCARDAONI Umberto,SCIVOLETTO Concetto,SENESI Giovanna,SPOSETTI Ugo,TORNATI Giorgio,TOSSI Graziella,ALBERICI Aureliana,ANDREINI Elios,ANDRIANI Antonio Silvano,ANTONIAZZI Renzo,ARGAN Giulio Carlo,BAIARDI Ennio,BARCA Luciano,BATTELLO Nereo,BELLAFIORE Vito,BENASSI Ugo,BERLINGUER Giovanni,BERTOLDI Lionello,BISSO Lovrano,BOCHICCHIO SCHELOTTO Giovanna,BOFFA Giuseppe,BOLDRINI Arrigo,BOLLINI Rodolfo Pietro,BRINA Alfio,BUFALINI Paolo,CALLARI GALLI Matilde,CANNATA Giuseppe,CARDINALE Emanuele,CASADEI LUCCHI Archimede,CASCIA Aroldo,CHIARANTE Giuseppe Antonio,CHIAROMONTE Gerardo,CHIESURA Vittorio,CISBANI Giorgio,CONSOLI Vito,CORRENTI Giovanni,COSSUTTA Armando,CROCETTA Salvatore,DIONISI Angelo,FERRAGUTI Isa,FERRARA Maurizio,FOA Vittorio,FRANCHI Antonio,GALEOTTI Menotti,GAMBINO Vittorio Dante,GAROFALO Carmine,GIACCHE' Aldo,GIANOTTI Lorenzo,GIUSTINELLI Franco,GRECO Francesco,IANNONE Giuseppe,IMBRIACO Nicola,IMPOSIMATO Ferdinando,LAMA Luciano,LIBERTINI Lucio,LONGO Franco,LOPS Pasquale,LOTTI Maurizio,MACALUSO Emanuele,MACIS Francesco,MAFFIOLETTI Roberto,MARGHERI Andrea Guido Lazzaro,MARGHERITI Riccardo,MERIGGI Luigi,MESORACA Maurizio,MONTINARO Orazio,NESPOLO Carla,NOCCHI Venanzio,PELLEGRINO Giovanni,PETRARA Onofrio,PIERALLI Piero,PINNA Mario,POLLINI Renato,RANALLI Giovanni,RAVERA Camilla,SALVATO Ersilia,SCARDAONI Umberto,SCIVOLETTO Concetto,SENESI Giovanna,SERRI Rino,SPETIC Stojan,SPOSETTI Ugo,TARAMELLI Antonio,TEDESCO TATO' Giglia,TORLONTANO Glauco,TORNATI Giorgio,TOSSI Graziella,TRIPODI Girolamo,VECCHI Claudio,VECCHIETTI Tullio,VETERE Ugo,VIGNOLA Giuseppe,VISCONTI Roberto,VITALE Giuseppe,VOLPONI Paolo,ZUFFA Grazia
Democratico Cristiano-10;MANCINO Nicola,MAZZOLA Francesco,ALIVERTI Gianfranco,BEORCHIA Claudio,BUTINI Ivo,PATRIARCA Francesco,RUFFINO Gian Carlo,BAUSI Luciano,FONTANA Elio,BAUSI Luciano,CAPPELLI Lorenzo,COLOMBO Vittorino (L.),CORTESE Marino,DE CINQUE Germano,GIACOVAZZO Giuseppe,GOLFARI Cesare,GUZZETTI Giuseppe,IANNI Manlio,LOMBARDI Domenico Raffaello,PATRIARCA Francesco,ZANGARA Andrea,ABIS Lucio,ACQUARONE Lorenzo,ALIVERTI Gianfranco,AMABILE Giovanni,ANDO' Antonio,ANDREATTA Beniamino,ANDREOTTI Giulio,ANGELONI Alcide,AZZARA' Carmelo,AZZARETTI Giovanni,BAUSI Luciano,BEORCHIA Claudio,BERLANDA Enzo,BERNARDI Guido,BO Carlo,BOGGIO Carlo,BOMPIANI Adriano,BONALUMI Gilberto,BONORA Cirillo,BOSCO Manfredi,BUSSETI Attilio,BUTINI Ivo,CABRAS Paolo,CAPPELLI Lorenzo,CAPPUZZO Umberto,CARLI Guido,CARLOTTO Natale,CARTA Gianuario,CATTANEI Francesco,CECCATELLI Anna Gabriella,CHESSA Gianfranco,CHIMENTI Michele,CITARISTI Severino,COCO Giovanni Silvestro,COLOMBO Vittorino (L.),COLOMBO SVEVO Maria Paola,CONDORELLI Mario,CORTESE Marino,COVELLO Francesco Alberto,COVIELLO Romualdo Vittorio,CUMINETTI Sergio,D'AMELIO Saverio,DE CINQUE Germano,DE GIUSEPPE Giorgio,DE ROSA Gabriele,DE VITO Salverino,DEGAN Costante,DI LEMBO Osvaldo,DI STEFANO Corradino,DIANA Alfredo,DONAT-CATTIN Carlo,DONATO Angelo,DUO' Vielmo,ELIA Leopoldo,EMO CAPODILISTA Umberto,EVANGELISTI Franco,FABRIS Pietro,FALCUCCI Franca,FALLUCCHI Severino,FANFANI Amintore,FAVILLA Mauro,FERRARI-AGGRADI Mario,FIORET Mario,FONTANA Alessandro,FONTANA Elio,FONTANA Giovanni Angelo,FONTANA Walter,FOSCHI Armando,GALLO Ignazio Marcello,GENOVESE Luigi,GIACOMETTI Delio,GIACOVAZZO Giuseppe,GIAGU DEMARTINI Antonio,GOLFARI Cesare,GRANELLI Luigi,GRASSI BERTAZZI Niccolo',GRAZIANI Antonio,GUZZETTI Giuseppe,IANNI Manlio,IANNIELLO Mauro,JERVOLINO RUSSO Rosa,KESSLER Bruno,LAURIA Michele,LEONARDI Ezio,LEONE Giovanni,LIPARI Nicolo',LOMBARDI Domenico Raffaello,MANZINI Giovanni,MAZZOLA Francesco,MELOTTO Giovanni Battista,MEZZAPESA Pietro,MICOLINI Paolo,MONTRESORI Pietro,MORA Giampaolo,MORO Maria Fida,MURMURA Antonino,NEPI Gualtiero,NERI Emilio,NIEDDU Giovanni Maria,ORLANDO Giulio Cesare,PAGANI Antonino,PARISI Francesco,PATRIARCA Francesco,PAVAN Angelo,PERINA Francesco,PERRICONE Giuseppe,PERUGINI Pasquale,PICANO Angelo,PINTO Michele,POLI Luigi,POSTAL Giorgio,PRANDINI Giovanni,PULLI Emilio,REBECCHINI Francesco,REZZONICO Augusto,ROBOL Alberto,ROSATI Domenico,RUFFILLI Roberto,RUFFINO Gian Carlo,RUMOR Mariano,SALERNO Carmelo Francesco,SALVI Franco,SANTALCO Carmelo,SAPORITO Learco,SARTORI Paolo,SPITELLA Giorgio,TAGLIAMONTE Francesco,TANI Carlo,TAVIANI Emilio Paolo,TOTH Lucio,TRIGLIA Riccardo,VENTRE Antonio,VENTURI Giovanni,VERCESI Ernesto,VETTORI Glicerio,VIGANO' Mario,VITALONE Claudio,ZACCAGNINI Benigno,ZANGARA Andrea,ZECCHINO Ortensio
Federalista Europeo Ecologista-10;CORLEONE Franco,SPADACCIA Gianfranco,BOATO Marco,CORLEONE Franco,MARIOTTI Gianfranco,CRAVERI Piero,MODUGNO Domenico,PETRONIO Giuseppe Lelio,STRIK LIEVERS Lorenzo,TEODORI Massimo
Movimento Sociale Italiano - Destra Nazionale-10;FILETTI Cristoforo,MISSERVILLE Romano,RASTRELLI Antonio,GRADARI Piergiorgio,PONTONE Francesco,VISIBELLI Roberto,BIAGIONI Mario,COLOSIMO Elio,FLORINO Michele,FRANCO Francesco,LA RUSSA Antonino,MANTICA Alfredo,MOLTISANTI Marisa,PISANO' Giorgio,POZZO Cesare,SANESI Sergio,SIGNORELLI Ferdinando,SPECCHIA Giuseppe
Partito Socialista Italiano-10;FABBRI Fabio,FRANZA Luigi,SIGNORI Silvano,VELLA Bruno,ACONE Modestino,MARNIGA Vittorio,ZANELLA Siro,AGNELLI Arduino,CALVI Maurizio,CUTRERA Achille,FERRARA Pietro,FOGU Paolo,FRANZA Luigi,INNAMORATO Antonio Mario,MANCIA Tommaso,MARNIGA Vittorio,NATALI Antonio,PIERRI Luigi,VISCA Giuseppe,ZANELLA Siro,ACHILLI Michele,ACONE Modestino,ACQUAVIVA Gennaro,AGNELLI Arduino,BOBBIO Norberto,BOZZELLO VEROLE Eugenio,CALVI Maurizio,CASOLI Giorgio,CASSOLA Roberto,CASTIGLIONE Franco,CIMINO Francesco,COVATTA Luigi,CUTRERA Achille,DE MARTINO Francesco,DELL'OSSO Costantino,FERRARA Pietro,FOGU Paolo,FORTE Francesco,FRANZA Luigi,GEROSA Guido,GIUGNI Gino,GUIZZI Francesco,INNAMORATO Antonio Mario,MANCIA Tommaso,MANIERI Maria Rosaria,MARINUCCI Elena,MARNIGA Vittorio,MASCIADRI Cornelio,MEOLI Delio,MERAVIGLIA Roberto,MURATORE Antonio,NATALI Antonio,PELLEGRINO Bruno,PERTINI Sandro,PEZZULLO Sossio,PIERRI Luigi,PIZZO Pietro,PIZZOL Giorgio,PUTIGNANO Nicola,RICEVUTO Giovanni,RIGO Mario,RUFFOLO Giorgio,RUSSO Giuseppe,SANTINI Renzo,SCEVAROLLI Gino,SIGNORI Silvano,VALCAVI Giovanni Beniamino,VELLA Bruno,VISCA Giuseppe,ZANELLA Siro,ZITO Sisinio
Repubblicano-10;GUALTIERI Libero,COVI Giorgio,DIPAOLA Giuseppe,AGNELLI Susanna,COLETTA Rocco,FERRARA SALUTE Giovanni,PERRICONE Giuseppe,SPADOLINI Giovanni,VALIANI Leo,VISENTINI Bruno
Sinistra Indipendente-10;RIVA Massimo,CAVAZZUTI Filippo,ONORATO Pierluigi,ARFE' Gaetano,PASQUINO Gianfranco,ALBERTI Antonio,FIORI Peppino,FOA Vittorio,GIOLITTI Antonio,NAPOLEONI Claudio,NEBBIA Giorgio,ONGARO BASAGLIA Franca,OSSICINI Adriano,ROSSI Guido Giuseppe,STREHLER Giorgio,ULIANICH Boris,VESENTINI Edoardo
Partito Socialista Democratico Italiano-10;BONO Vincenza,CARIGLIA Antonio,BONO Vincenza,BISSI Gianpaolo,PAGANI Maurizio,BISSI Gianpaolo,CARIGLIA Antonio,DELL'OSSO Costantino,FRANZA Luigi,PAGANI Maurizio,PIZZOL Giorgio,SARAGAT Giuseppe
Misto-10;RIZ Roland,DUJANY Cesare,SANNA Carlo,AGNELLI Giovanni,BOSSI Umberto,CANDIOTO Francesco,FASSINO Giuseppe,FIOCCHI Pietro,LEONE Giovanni,MALAGODI Giovanni,MERZAGORA Cesare,MORO Maria Fida,PISANO' Giorgio,PIZZOL Giorgio,POLLICE Guido,RIGO Mario,RUBNER Hans,SIRTORI Piergiorgio
Rifondazione Comunista-10;LIBERTINI Lucio,SPETIC Stojan,VITALE Giuseppe,COSSUTTA Armando,CROCETTA Salvatore,DIONISI Angelo,MERIGGI Luigi,MORO Maria Fida,SALVATO Ersilia,SERRI Rino,TRIPODI Girolamo,VOLPONI Paolo
Partito Popolare Italiano - Democrazia Cristiana-11;DE ROSA Gabriele,GAVA Antonio,MANCINO Nicola,COLOMBO Vittorino (L.),MAZZOLA Francesco,GRAZIANI Antonio,MAZZOLA Francesco,SAPORITO Learco,CONTI Marco,LAURIA Michele,LAZZARO Bruno,MANZINI Giovanni,DI BENEDETTO Giovanni,FONTANA Albino,AZZARA' Carmelo,BALLESI Carlo,BONFERRONI Franco,CREUSO Maurizio,GIACOVAZZO Giuseppe,LADU Salvatore,LAURIA Michele,LAZZARO Bruno,MANZINI Giovanni,MINUCCI Daria,MONTINI Walter,PERINA Francesco,RICCI Franco,RUFFINO Gian Carlo,RUSSO Vincenzo,TANI Carlo,TRIGLIA Riccardo,ZOSO Giuliano,ABIS Lucio,ACQUARONE Lorenzo,ANDREOTTI Giulio,AZZARA' Carmelo,BALLESI Carlo,BARGI Alfredo,BERNASSOLA Angelo,BERNINI Carlo,BO Carlo,BONFERRONI Franco,BUTINI Ivo,CABRAS Paolo,CAMPAGNOLI Mario,CAPPUZZO Umberto,CARLOTTO Natale,CARPENEDO Diego,CARRARA Andreino,CITARISTI Severino,COCO Giovanni Silvestro,COLOMBO Vittorino (L.),COLOMBO SVEVO Maria Paola,CONDORELLI Mario,CONTI Marco,COSTALLI Carlo,COVELLO Francesco Alberto,COVIELLO Romualdo Vittorio,CREUSO Maurizio,CUSUMANO Stefano,D'AMELIO Saverio,DE CINQUE Germano,DE COSMO Vincenzo,DE GIUSEPPE Giorgio,DE MATTEO Aldo,DE ROSA Gabriele,DE VITO Salverino,DI BENEDETTO Giovanni,DI LEMBO Osvaldo,DI NUBILA Mario,DI STEFANO Corradino,DONATO Angelo,DOPPIO Giuseppe,FABRIS Pietro,FANFANI Amintore,FAVILLA Mauro,FERRARI Bruno,FONTANA Albino,FONTANA Alessandro,FONTANA Elio,FONTANA Giovanni Angelo,FORLEO Romano Cataldo,FOSCHI Armando,GAVA Antonio,GENOVESE Luigi,GIACOVAZZO Giuseppe,GIAGU DEMARTINI Antonio,GIOVANNIELLO Giuseppe,GOLFARI Cesare,GRANELLI Luigi,GRASSI BERTAZZI Niccolo',GRAZIANI Antonio,GUERRITORE Antonio,GUZZETTI Giuseppe,IANNI Manlio,INNOCENTI Tullio,INZERILLO Vincenzo,JERVOLINO RUSSO Rosa,LADU Salvatore,LAURIA Michele,LAZZARO Bruno,LEONARDI Ezio,LEONE Giovanni,LOBIANCO Arcangelo,LOMBARDI Enzo Mario Nino,MANCINO Nicola,MANZINI Giovanni,MARTINAZZOLI Mino,MAZZOLA Francesco,MEO Vincenzo,MERLONI Francesco,MEROLLI Carlo,MICOLINI Paolo,MINUCCI Daria,MONTINI Walter,MONTRESORI Pietro,MORA Giampaolo,MOSCHETTI Giorgio,MURMURA Antonino,NAPOLI Bruno,ORSINI Bruno,PARISI Francesco,PAVAN Angelo,PERINA Francesco,PICANO Angelo,PICCOLI Flaminio,PINTO Michele,PISTOIA Francesco,POLENTA Paolo,POSTAL Giorgio,PULLI Emilio,RABINO Giovanni Battista,RADI Luciano,RAVASIO Renato,REDI Delio,RICCI Franco,ROBOL Alberto,RUFFINO Gian Carlo,RUSSO Vincenzo,SANTALCO Carmelo,SAPORITO Learco,TANI Carlo,TAVIANI Emilio Paolo,TRIGLIA Riccardo,VENTRE Antonio,VENTURI Giovanni,VITALONE Claudio,ZAMBERLETTI Giuseppe,ZANGARA Andrea,ZECCHINO Ortensio,ZOSO Giuliano,ZOTTI Enzo
Lega Nord-11;SPERONI Francesco Enrico,CAPPELLI Sergio,ROVEDA Luigi,SERENA Antonio,STAGLIENO Marcello,ROSCIA Luigi,BODO Giuseppe,BOSCO Rinaldo,BOSO Erminio Enzo,CAPPELLI Sergio,GIBERTONI Paolo,GUGLIERI Andrea,LEONI Giuseppe,LORENZI Luciano,MANARA Elia,MANFROI Donato,MIGLIO Gianfranco,MORETTI Luigi,OTTAVIANI Achille,PAGLIARINI Giancarlo,PAINI Gianpaolo,PERCIVALLE Claudio,PERIN Valentino,PISATI Carlo,PREIONI Marco,ROSCIA Luigi,ROVEDA Luigi,SCAGLIONE Massimo,SERENA Antonio,SPERONI Francesco Enrico,STAGLIENO Marcello,TABLADINI Francesco,ZILLI Angiola
Movimento Sociale Italiano - Destra Nazionale-11;PONTONE Francesco,POZZO Cesare,SIGNORELLI Ferdinando,DANIELI Paolo,MEDURI Renato,TURINI Giuseppe,DANIELI Paolo,FILETTI Cristoforo,FLORINO Michele,MAGLIOCCHETTI Bruno,MEDURI Renato,MININNI-JANNUZZI Giuseppe,MISSERVILLE Romano,MOLTISANTI Marisa,PONTONE Francesco,POZZO Cesare,RASTRELLI Antonio,RESTA Giuseppe,SIGNORELLI Ferdinando,SPECCHIA Giuseppe,TURINI Giuseppe,VISIBELLI Roberto
