name;nodes
Sinistra Democratica per il Socialismo Europeo-15;SALVI Cesare,PISA Silvana,BRUTTI Paolo,ANGIUS Gavino,BATTAGLIA Giovanni,BELLINI Giovanni,DI SIENA Piero,GALARDI Guido,IOVENE Nuccio,MELE Giorgio,MONTALBANO Accursio,VILLONE Massimo
Il Popolo della Libertà-16;GASPARRI Maurizio,QUAGLIARIELLO Gaetano,ALBERTI CASELLATI Maria Elisabetta,ALICATA Bruno,ALLEGRINI Laura,AMATO Paolo,AMORUSO Francesco Maria,ASCIUTTI Franco,AUGELLO Andrea,AZZOLLINI Antonio,BALBONI Alberto,BALDASSARRI Mario,BALDINI Massimo,BARELLI Paolo,BATTAGLIA Antonio,BENEDETTI VALENTINI Domenico,BERSELLI Filippo,BETTAMIO Giampaolo,BEVILACQUA Francesco,BIANCHI Dorina,BIANCONI Laura,BOLDRINI Giacinto,BONDI Sandro,BONFRISCO Anna Cinzia,BORNACIN Giorgio,BOSCETTO Gabriele,BURGARETTA APARO Sebastiano,BUTTI Alessio,CALABRO' Raffaele,CALIENDO Giacomo,CALIGIURI Battista,CAMBER Giulio,CANTONI Gianpiero Carlo,CARDIELLO Franco,CARRARA Valerio,CARUSO Antonino,CASELLI Esteban Juan,CASOLI Francesco,CASTRO Maurizio,CENTARO Roberto,CIARRAPICO Giuseppe,CICOLANI Angelo Maria,COLLI Ombretta Maria,COLLINO Giovanni,COMINCIOLI Romano,COMPAGNA Luigi,CONTI Riccardo,CONTINI Barbara,CORONELLA Gennaro,COSTA Rosario Giorgio,CURSI Cesare,CUTRUFO Mauro,D'ALI' Antonio,D'AMBROSIO LETTIERI Luigi,DE ANGELIS Candido,DE ECCHER Cristano,DE FEO Diana,DE GREGORIO Sergio,DE LILLO Stefano,DELL'UTRI Marcello,DELOGU Mariano,DI GIACOMO Ulisse,DI GIROLAMO Nicola,DI STEFANO Fabrizio,DIGILIO Egidio,DINI Lamberto,ESPOSITO Giuseppe,FANTETTI Raffaele,FASANO Enzo,FAZZONE Claudio,FERRARA Mario,FIRRARELLO Giuseppe,FLERES Salvo,FLUTTERO Andrea,FORMIGONI Roberto,GALIOTO Vincenzo,GALLO Cosimo,GALLONE Maria Alessandra,GAMBA Pierfrancesco Emilio Romano,GENTILE Antonio,GERMONTANI Maria Ida,GHIGO Enzo Giorgio,GIORDANO Basilio,GIOVANARDI Carlo,GIULIANO Pasquale,GRAMAZIO Domenico,GRILLO Luigi,IZZO Cosimo,LADU Silvestro,LATRONICO Cosimo,LAURO Raffaele,LENNA Vanni,LICASTRO SCARDINO Simonetta,LONGO Piero,MALAN Lucio,MANTICA Alfredo,MANTOVANI Mario,MARTINAT Ugo,MASSIDDA Piergiorgio,MATTEOLI Altero,MAZZARACCHIO Salvatore,MENARDI Giuseppe,MESSINA Alfredo,MILONE Giuseppe,MORRA Carmelo,MUGNAI Franco,MUSSO Enrico,NANIA Domenico,NESPOLI Vincenzo,NESSA Pasquale,ORSI Franco,PALMA Nitto Francesco,PALMIZIO Elio Massimo,PARAVIA Antonio,PASTORE Andrea,PERA Marcello,PICCIONI Lorenzo,PICCONE Filippo,PICHETTO FRATIN Gilberto,PISANU Beppe,PISCITELLI Salvatore,POLI BORTONE Adriana,PONTONE Francesco,POSSA Guido,RAMPONI Luigi,RIZZOTTI Maria,SACCOMANNO Michele,SACCONI Maurizio,SAIA Maurizio,SALTAMARTINI Filippo,SANCIU Fedele,SANTINI Giacomo,SARO Giuseppe,SARRO Carlo,SCARABOSIO Aldo,SCARPA BONAZZA BUORA Paolo,SCHIFANI Renato,SCIASCIA Salvatore,SCOTTI Luigi,SERAFINI Giancarlo,SIBILIA Cosimo,SPADONI URBANI Ada,SPEZIALI Vincenzo,STANCANELLI Raffaele,TANCREDI Paolo,TOFANI Oreste,TOMASSINI Antonio,TOTARO Achille,VALDITARA Giuseppe,VALENTINO Giuseppe,VETRELLA Sergio,VICARI Simona,VICECONTE Guido,VIESPOLI Pasquale,VIZZINI Carlo,ZANETTA Valter,ZANOLETTI Tomaso
Italia dei Valori-16;BELISARIO Felice,GIAMBRONE Fabio,CARLINO Giuliana,ASTORE Giuseppe,BUGNANO Patrizia,CAFORIO Giuseppe,DE TONI Gianpiero,DI NARDO Aniello,LANNUTTI Elio,LI GOTTI Luigi,MASCITELLI Alfonso,PARDI Francesco,PEDICA Stefano,RUSSO Giacinto
Lega Nord Padania-16;BRICOLO Federico,BODEGA Lorenzo,DIVINA Sergio,MAZZATORTA Sandro,MURA Roberto,MAZZATORTA Sandro,ADERENTI Irene,BODEGA Lorenzo,BOLDI Rossana,CAGNIN Luciano,CALDEROLI Roberto,CASTELLI Roberto,DAVICO Michelino,DIVINA Sergio,FILIPPI Alberto,FRANCO Paolo,GARAVAGLIA Massimo,LEONI Giuseppe,MARAVENTANO Angela,MAURO Rosa Angela,MAZZATORTA Sandro,MONTANI Enrico,MONTI Cesarino,MURA Roberto,PITTONI Mario,RIZZI Fabio,STIFFONI Piergiorgio,TORRI Giovanni,VACCARI Gianvittore,VALLARDI Gianpaolo,VALLI Armando,VEDANI Alessandro
Partito Democratico-16;FINOCCHIARO Anna,ZANDA Luigi,CASSON Felice,LATORRE Nicola,ADAMO Marilena,ADRAGNA Benedetto,AGOSTINI Mauro,AMATI Silvana,ANDRIA Alfonso,ANTEZZA Maria,ARMATO Teresa,BAIO Emanuela,BARBOLINI Giuliano,BASSOLI Fiorenza,BASTICO Mariangela,BERTUZZI Maria Teresa,BIANCHI Dorina,BIANCO Enzo,BIONDELLI Franca,BLAZINA Tamara,BONINO Emma,BOSONE Daniele,BRUNO Franco,BUBBICO Filippo,CABRAS Antonello,CARLONI Anna Maria,CAROFIGLIO Gianrico,CASSON Felice,CECCANTI Stefano,CERUTI Mauro,CHIAROMONTE Franca,CHITI Vannino,CHIURAZZI Carlo,COSENTINO Lionello,CRISAFULLI Vladimiro,D'AMBROSIO Gerardo,D'UBALDO Lucio Alessio,DE CASTRO Paolo,DE LUCA Vincenzo,DE SENA Luigi,DEL VECCHIO Mauro,DELLA MONICA Silvia,DELLA SETA Roberto,DI GIOVAN PAOLO Roberto,DI GIROLAMO Leopoldo,DONAGGIO Cecilia,FERRANTE Francesco,FILIPPI Marco,FIORONI Anna Rita,FISTAROL Maurizio,FOLLINI Marco,FONTANA Cinzia Maria,FRANCO Vittoria,GALPERTI Guido,GARAVAGLIA Mariapia,GARRAFFA Costantino,GASBARRI Mario,GHEDINI Rita,GIARETTA Paolo,GRANAIOLA Manuela,GUSTAVINO Claudio,ICHINO Pietro,INCOSTANTE Maria Fortuna,LEDDI Maria,LEGNINI Giovanni,LIVI BACCI Massimo,LUMIA Giuseppe,LUSI Luigi,MAGISTRELLI Marina,MARCENARO Pietro,MARCUCCI Andrea,MARINARO Francesca Maria,MARINI Franco,MARINO Ignazio,MARINO Mauro Maria,MARITATI Alberto,MAZZUCONI Daniela,MERCATALI Vidmer,MICHELONI Claudio,MILANA Riccardo,MOLINARI Claudio,MONACO Francesco,MONGIELLO Colomba,MORANDO Enrico,MORRI Fabrizio,MUSI Adriano,NEGRI Magda,NEROZZI Paolo,PAPANIA Antonino,PASSONI Achille,PEGORER Carlo,PERDUCA Marco,PERTOLDI Flavio,PIGNEDOLI Leana,PINOTTI Roberta,PORETTI Donatella,PROCACCI Giovanni,RANDAZZO Nino,RANUCCI Raffaele,ROILO Giorgio,ROSSI Nicola,ROSSI Paolo,RUSCONI Antonio,RUTELLI Francesco,SANGALLI Gian Carlo,SANNA Francesco,SBARBATI Luciana,SCANU Gian Piero,SERAFINI Anna Maria,SERRA Achille,SIRCANA Silvio Emilio,SOLIANI Albertina,SPINELLO Sandro,STRADIOTTO Marco,TEDESCO Alberto,TOMASELLI Salvatore,TONINI Giorgio,TREU Tiziano,VERONESI Umberto,VILLARI Riccardo,VIMERCATI Luigi,VITA Vincenzo Maria,VITALI Walter,ZAVOLI Sergio
Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Verso Nord, Movimento Repubblicani Europei, Partito Liberale Italiano, Partito Socialista Italiano)-16;D'ALIA Gianpiero,PINZGER Manfred,BIANCHI Dorina,SERRA Achille,FOSSON Antonio,ANDREOTTI Giulio,ANTINORO Antonello,BIANCHI Dorina,CINTOLA Salvatore,COLOMBO Emilio,COSSIGA Francesco,CUFFARO Salvatore,FISTAROL Maurizio,GALIOTO Vincenzo,GIAI Mirella,GUSTAVINO Claudio,MILANA Riccardo,MUSSO Enrico,PETERLINI Oskar,POLI BORTONE Adriana,SBARBATI Luciana,SERRA Achille,THALER AUSSERHOFER Helga,VIZZINI Carlo
Misto-16;PISTORIO Giovanni,ASTORE Giuseppe,RUSSO Giacinto,OLIVA Vincenzo,ASTORE Giuseppe,BAIO Emanuela,BALDASSARRI Mario,BODEGA Lorenzo,BOLDRINI Giacinto,BRUNO Franco,BURGARETTA APARO Sebastiano,CASTIGLIONE Maria Giuseppa,CIAMPI Carlo Azeglio,CONTINI Barbara,DE ANGELIS Candido,DEL PENNINO Antonio Adolfo Maria,DIGILIO Egidio,DRAGO Filippo Maria,FANTETTI Raffaele,FILIPPI Alberto,FISTAROL Maurizio,GERMONTANI Maria Ida,GUSTAVINO Claudio,LANNUTTI Elio,LAURO Raffaele,LEVI-MONTALCINI Rita,LUSI Luigi,MAURO Rosa Angela,MILANA Riccardo,MOLINARI Claudio,MONTI Mario,MUSSO Enrico,OLIVA Vincenzo,PEDICA Stefano,PININFARINA Sergio,POLI BORTONE Adriana,ROSSI Nicola,RUSSO Giacinto,RUTELLI Francesco,SCALFARO Oscar Luigi,STIFFONI Piergiorgio,TEDESCO Alberto,VALDITARA Giuseppe,VILLARI Riccardo
Fratelli d'Italia - Centrodestra Nazionale-16;GALLONE Maria Alessandra,TOTARO Achille,GAMBA Pierfrancesco Emilio Romano,BALBONI Alberto,BERSELLI Filippo,BEVILACQUA Francesco,BUTTI Alessio,CARUSO Antonino,DELOGU Mariano,MANTICA Alfredo,MILONE Giuseppe,PARAVIA Antonio,SACCOMANNO Michele
Futuro e Libertà per l'Italia-16;VIESPOLI Pasquale,GERMONTANI Maria Ida,VALDITARA Giuseppe,SAIA Maurizio,MENARDI Giuseppe,BALDASSARRI Mario,CONTINI Barbara,DE ANGELIS Candido,DIGILIO Egidio,GERMONTANI Maria Ida,MENARDI Giuseppe,PONTONE Francesco,SAIA Maurizio,VALDITARA Giuseppe,VIESPOLI Pasquale
Coesione Nazionale (Grande Sud-Sì Sindaci-Popolari d'Italia Domani-Il Buongoverno-Fare Italia)-16;VIESPOLI Pasquale,MENARDI Giuseppe,POLI BORTONE Adriana,VILLARI Riccardo,PALMIZIO Elio Massimo,PISCITELLI Salvatore,CARDIELLO Franco,CARRARA Valerio,CASTIGLIONE Maria Giuseppa,CENTARO Roberto,FERRARA Mario,FILIPPI Alberto,FLERES Salvo,MENARDI Giuseppe,PALMIZIO Elio Massimo,PISCITELLI Salvatore,POLI BORTONE Adriana,SAIA Maurizio,VILLARI Riccardo
Per il Terzo Polo (ApI-FLI-Centro Democratico)-16;RUTELLI Francesco,DE ANGELIS Candido,GERMONTANI Maria Ida,RUSSO Giacinto,BAIO Emanuela,BALDASSARRI Mario,BRUNO Franco,CONTINI Barbara,DE LUCA Cristina,DIGILIO Egidio,GERMONTANI Maria Ida,MANCUSO Anna Maria,MILANA Riccardo,MOLINARI Claudio,RUSSO Giacinto,STRANO Nino,VALDITARA Giuseppe
Forza Italia-Il Popolo della Libertà XVII Legislatura-17;ROMANI Paolo,SCHIFANI Renato,ROMANI Paolo,BERNINI Anna Maria,BRUNO Donato,D'ALI' Antonio,ESPOSITO Giuseppe,FLORIS Emilio,GIRO Francesco Maria,PELINO Paola,ROMANI Paolo,VICARI Simona,FLORIS Emilio,ROSSI Mariarosaria,AIELLO Piero,ALBERTI CASELLATI Maria Elisabetta,ALICATA Bruno,AMIDEI Bartolomeo,AMORUSO Francesco Maria,ARACRI Francesco,AUGELLO Andrea,AURICCHIO Domenico,AZZOLLINI Antonio,BARANI Lucio,BERLUSCONI Silvio,BERNINI Anna Maria,BERTACCO Stefano,BOCCA Bernabo',BOCCARDI Michele,BONAIUTI Paolo,BONDI Sandro,BONFRISCO Anna Cinzia,BRUNI Francesco,BRUNO Donato,CALIENDO Giacomo,CARDIELLO Franco,CARIDI Antonio Stefano,CARRARO Franco,CASSANO Massimo,CASSINELLI Roberto,CERONI Remigio,CHIAVAROLI Federica,COLUCCI Francesco,CONTE Franco,CONTI Riccardo,D'ALI' Antonio,D'AMBROSIO LETTIERI Luigi,D'ANNA Vincenzo,D'ASCOLA Nico,DALLA TOR Mario,DE PIETRO Cristina,DE SIANO Domenico,ESPOSITO Giuseppe,FALANGA Ciro,FASANO Enzo,FAZZONE Claudio,FLORIS Emilio,FORMIGONI Roberto,GALIMBERTI Paolo,GASPARRI Maurizio,GENTILE Antonio,GHEDINI Niccolo',GIBIINO Vincenzo,GIOVANARDI Carlo,GIRO Francesco Maria,GUALDANI Marcello,IURLARO Pietro,LANGELLA Pietro,LIUZZI Pietro,LONGO Eva,MALAN Lucio,MANCUSO Bruno,MANDELLI Andrea,MANTOVANI Mario,MARIN Marco,MARINELLO Giuseppe Francesco Maria,MATTEOLI Altero,MAURO Mario,MAZZONI Riccardo,MESSINA Alfredo,MILO Antonio,MINZOLINI Augusto,MUGNAI Franco,MUSSOLINI Alessandra,PAGANO Pippo,PAGNONCELLI Lionello Marco,PALMA Nitto Francesco,PELINO Paola,PERRONE Luigi,PICCINELLI Enrico,PICCOLI Giovanni,QUAGLIARIELLO Gaetano,RAZZI Antonio,REPETTI Manuela,RIZZOTTI Maria,ROMANI Paolo,ROSSI Luciano,ROSSI Mariarosaria,RUVOLO Giuseppe,SACCONI Maurizio,SCHIFANI Renato,SCIASCIA Salvatore,SCILIPOTI ISGRO' Domenico,SCOMA Francesco,SERAFINI Giancarlo,SIBILIA Cosimo,TARQUINIO Lucio,TORRISI Salvatore,VERDINI Denis,VERRO Antonio,VICARI Simona,VICECONTE Guido,VILLARI Riccardo,ZANETTIN Pierantonio,ZIZZA Vittorio,ZUFFADA Sante
Lega Nord e Autonomie-17;BITONCI Massimo,CENTINAIO Gian Marco,CANDIANI Stefano,DIVINA Sergio,STEFANI Erika,VOLPI Raffaele,ARRIGONI Paolo,BELLOT Raffaela,BISINELLA Patrizia,CALDEROLI Roberto,CANDIANI Stefano,CENTINAIO Gian Marco,COMAROLI Silvana Andreina,CONSIGLIO Nunziante,CROSIO Jonny,DAVICO Michelino,DIVINA Sergio,GARAVAGLIA Massimo,MUNERATO Emanuela,NACCARATO Paolo,STEFANI Erika,STUCCHI Giacomo,TOSATO Paolo,TREMONTI Giulio,VOLPI Raffaele
Movimento 5 Stelle-17;AIROLA Alberto,BUCCARELLA Maurizio,CAPPELLETTI Enrico,CASTALDI Gianluca,CATALFO Nunzia,CIOFFI Andrea,CRIMI Vito Claudio,ENDRIZZI Giovanni,GAETTI Luigi,GIARRUSSO Mario Michele,LUCIDI Stefano,MARTELLI Carlo,MARTON Bruno,MONTEVECCHI Michela,MORONESE Vilma,MORRA Nicola,PETROCELLI Vito Rosario,SANTANGELO Vincenzo,TAVERNA Paola,BERTOROTTA Ornella,BOTTICI Laura,CATALFO Nunzia,COTTI Roberto,CRIMI Vito Claudio,MARTON Bruno,MONTEVECCHI Michela,MORONESE Vilma,TAVERNA Paola,BOTTICI Laura,BULGARELLI Elisa,CASTALDI Gianluca,CATALFO Nunzia,CIOFFI Andrea,CRIMI Vito Claudio,FATTORI Elena,GIARRUSSO Mario Michele,LUCIDI Stefano,MARTELLI Carlo,MARTON Bruno,MOLINARI Francesco,MONTEVECCHI Michela,NUGNES Paola,ORELLANA Luis Alberto,PUGLIA Sergio,SCIBONA Marco,TAVERNA Paola,BATTISTA Lorenzo,BLUNDO Rosetta Enza,CASALETTO Monica,CASTALDI Gianluca,CRIMI Vito Claudio,MANGILI Giovanna,MONTEVECCHI Michela,MORONESE Vilma,MUSSINI Maria,PUGLIA Sergio,SERRA Manuela,GAETTI Luigi,PETROCELLI Vito Rosario,SANTANGELO Vincenzo,LUCIDI Stefano,PETROCELLI Vito Rosario,PUGLIA Sergio,SERRA Manuela,VACCIANO Giuseppe,AIROLA Alberto,ANITORI Fabiola,BATTISTA Lorenzo,BENCINI Alessandra,BERTOROTTA Ornella,BIGNAMI Laura,BLUNDO Rosetta Enza,BOCCHINO Fabrizio,BOTTICI Laura,BUCCARELLA Maurizio,BULGARELLI Elisa,CAMPANELLA Francesco,CAPPELLETTI Enrico,CASALETTO Monica,CASTALDI Gianluca,CATALFO Nunzia,CIAMPOLILLO Lello,CIOFFI Andrea,COTTI Roberto,CRIMI Vito Claudio,DE PIETRO Cristina,DE PIN Paola,DONNO Daniela,ENDRIZZI Giovanni,FATTORI Elena,FUCKSIA Serenella,GAETTI Luigi,GAMBARO Adele,GIARRUSSO Mario Michele,GIROTTO Gianni Pietro,LEZZI Barbara,LUCIDI Stefano,MANGILI Giovanna,MARTELLI Carlo,MARTON Bruno,MASTRANGELI Marino Germano,MOLINARI Francesco,MONTEVECCHI Michela,MORONESE Vilma,MORRA Nicola,MUSSINI Maria,NUGNES Paola,ORELLANA Luis Alberto,PAGLINI Sara,PEPE Bartolomeo,PETROCELLI Vito Rosario,PUGLIA Sergio,ROMANI Maurizio,SANTANGELO Vincenzo,SCIBONA Marco,SERRA Manuela,SIMEONI Ivana,TAVERNA Paola,VACCIANO Giuseppe
Partito Democratico-17;ZANDA Luigi,MARTINI Claudio,LEPRI Stefano,MATURANI Giuseppina,TONINI Giorgio,D'ADDA Erica,MANASSERO Patrizia,PINOTTI Roberta,RUSSO Francesco,VALENTINI Daniela,GHEDINI Rita,RUSSO Francesco,TONINI Giorgio,DEL BARBA Mauro,PEGORER Carlo,ALBANO Donatella,AMATI Silvana,ANGIONI Ignazio,ASTORRE Bruno,BERTUZZI Maria Teresa,BIANCO Amedeo,BORIOLI Daniele Gaetano,BROGLIA Claudio,BUBBICO Filippo,CALEO Massimo,CANTINI Laura,CAPACCHIONE Rosaria,CARDINALI Valeria,CASSON Felice,CHITI Vannino,CIRINNA' Monica,COCIANCICH Roberto,COLLINA Stefano,CORSINI Paolo,CUCCA Giuseppe Luigi Salvatore,CUOMO Vincenzo,D'ADDA Erica,DALLA ZUANNA Gianpiero,DE BIASI Emilia Grazia,DE MONTE Isabella,DEL BARBA Mauro,DI GIORGI Rosa Maria,DIRINDIN Nerina,ESPOSITO Lucia,ESPOSITO Stefano,FABBRI Camilla,FASIOLO Laura,FATTORINI Emma,FAVERO Nicoletta,FEDELI Valeria,FERRARA Elena,FILIPPI Marco,FILIPPIN Rosanna,FINOCCHIARO Anna,FISSORE Elena,FORNARO Federico,GATTI Maria Grazia,GHEDINI Rita,GIACOBBE Francesco,GIANNINI Stefania,GINETTI Nadia,GOTOR Miguel,GRANAIOLA Manuela,GRASSO Pietro,GUERRA Maria Cecilia,GUERRIERI PALEOTTI Paolo,ICHINO Pietro,IDEM Josefa,LAI Bachisio Silvio,LANZILLOTTA Linda,LATORRE Nicola,LEPRI Stefano,LO GIUDICE Sergio,LO MORO Doris,LUCHERINI Carlo,LUMIA Giuseppe,MANASSERO Patrizia,MANCONI Luigi,MARAN Alessandro,MARCUCCI Andrea,MARGIOTTA Salvatore,MARINO Ignazio,MARINO Mauro Maria,MARTINI Claudio,MATTESINI Donella,MATURANI Giuseppina,MICHELONI Claudio,MIGLIAVACCA Maurizio,MINEO Corradino,MINNITI Marco,MIRABELLI Franco,MORGONI Mario,MOSCARDELLI Claudio,MUCCHETTI Massimo,ORRU' Pamela Giacoma Giovanna,PADUA Venera,PAGLIARI Giorgio,PARENTE Annamaria,PEGORER Carlo,PEZZOPANE Stefania,PIGNEDOLI Leana,PINOTTI Roberta,PIZZETTI Luciano,PUGLISI Francesca,PUPPATO Laura,RANUCCI Raffaele,RICCHIUTI Lucrezia,ROSSI Gianluca,RUSSO Francesco,RUTA Roberto,SAGGESE Angelica,SANGALLI Gian Carlo,SANTINI Giorgio,SCALIA Francesco,SILVESTRO Annalisa,SOLLO Pasquale,SONEGO Lodovico,SPILABOTTE Maria,SPOSETTI Ugo,SUSTA Gianluca,TOCCI Walter,TOMASELLI Salvatore,TONINI Giorgio,TRONTI Mario,TURANO Renato Guerino,VACCARI Stefano,VALDINOSI Mara,VALENTINI Daniela,VATTUONE Vito,VERDUCCI Francesco,ZANONI Magda Angela,ZAVOLI Sergio
Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE-17;ZELLER Karl,FRAVEZZI Vittorio,NENCINI Riccardo,BUEMI Enrico,FRAVEZZI Vittorio,LANIECE Albert,PANIZZA Franco,ZIN Claudio,BERGER Hans,ANDREOTTI Giulio,BATTISTA Lorenzo,BUEMI Enrico,CATTANEO Elena,CIAMPI Carlo Azeglio,COLOMBO Emilio,FRAVEZZI Vittorio,LONGO Fausto,MERLONI Maria Paola,NAPOLITANO Giorgio,NENCINI Riccardo,OLIVERO Andrea,ORELLANA Luis Alberto,PALERMO Francesco,PANIZZA Franco,PIANO Renzo,ROMANO Lucio,RUBBIA Carlo
Per l'Italia-17;MAURO Mario,ROMANO Lucio,SUSTA Gianluca,DI BIAGIO Aldo,MARAN Alessandro,SUSTA Gianluca,DE POLI Antonio,DI BIAGIO Aldo,DI MAGGIO Salvatore Tito,ROMANO Lucio,GIANNINI Stefania,D'ONGHIA Angela,ALBERTINI Gabriele,CASINI Pier Ferdinando,D'ONGHIA Angela,DALLA ZUANNA Gianpiero,DE POLI Antonio,DELLA VEDOVA Benedetto,DI BIAGIO Aldo,DI MAGGIO Salvatore Tito,ICHINO Pietro,LANZILLOTTA Linda,MARAN Alessandro,MARINO Luigi,MAURO Mario,MERLONI Maria Paola,MONTI Mario,OLIVERO Andrea,ROMANO Lucio,ROSSI Maurizio,SUSTA Gianluca,ZIN Claudio
Misto-17;DE PETRIS Loredana,CAMPANELLA Francesco,DE CRISTOFARO Peppe,MUSSINI Maria,CERVELLINI Massimo,URAS Luciano,ABBADO Claudio,AMIDEI Bartolomeo,ANITORI Fabiola,AUGELLO Andrea,BAROZZINO Giovanni,BATTISTA Lorenzo,BELLOT Raffaela,BENCINI Alessandra,BERTACCO Stefano,BIANCONI Laura,BIGNAMI Laura,BILARDI Giovanni,BISINELLA Patrizia,BOCCHINO Fabrizio,BONDI Sandro,BONFRISCO Anna Cinzia,BRUNI Francesco,BUEMI Enrico,CALDEROLI Roberto,CAMPANELLA Francesco,CASALETTO Monica,CATTANEO Elena,CERVELLINI Massimo,CIAMPI Carlo Azeglio,COMPAGNA Luigi,COMPAGNONE Giuseppe,CONTI Riccardo,CROSIO Jonny,D'AMBROSIO LETTIERI Luigi,DE BIASI Emilia Grazia,DE CRISTOFARO Peppe,DE PIETRO Cristina,DE PIN Paola,DE POLI Antonio,DELLA VEDOVA Benedetto,DI MAGGIO Salvatore Tito,ESPOSITO Giuseppe,FERRARA Mario,FUCKSIA Serenella,GAMBARO Adele,GRASSO Pietro,LIUZZI Pietro,MANGILI Giovanna,MARGIOTTA Salvatore,MASTRANGELI Marino Germano,MAURO Giovanni,MICHELONI Claudio,MINEO Corradino,MOLINARI Francesco,MONTI Mario,MUNERATO Emanuela,MUSSINI Maria,ORELLANA Luis Alberto,PEPE Bartolomeo,PERRONE Luigi,PETRAGLIA Alessia,PEZZOPANE Stefania,PIANO Renzo,PICCOLI Giovanni,REPETTI Manuela,ROMANI Maurizio,ROSSI Maurizio,RUBBIA Carlo,RUVOLO Giuseppe,SCAVONE Antonio,SIMEONI Ivana,STEFANO Dario,TARQUINIO Lucio,TURANO Renato Guerino,URAS Luciano,VACCIANO Giuseppe,ZIZZA Vittorio
ALA (Alleanza Liberal Popolare) - PRI (Partito Repubblicano Italiano)-17;BARANI Lucio,MAZZONI Riccardo,LONGO Eva,FALANGA Ciro,COMPAGNONE Giuseppe,LANGELLA Pietro,AMORUSO Francesco Maria,AURICCHIO Domenico,BONDI Sandro,COMPAGNONE Giuseppe,CONTI Riccardo,D'ANNA Vincenzo,D'APUZZO Mario,GAMBARO Adele,IURLARO Pietro,LANGELLA Pietro,MILO Antonio,PAGNONCELLI Lionello Marco,PICCINELLI Enrico,REPETTI Manuela,RUVOLO Giuseppe,SCAVONE Antonio,VERDINI Denis
Articolo 1 - Movimento Democratico e Progressista - Liberi e Uguali-17;GUERRA Maria Cecilia,FORNARO Federico,PEGORER Carlo,BATTISTA Lorenzo,BUBBICO Filippo,CAMPANELLA Francesco,CASSON Felice,CORSINI Paolo,DIRINDIN Nerina,FORNARO Federico,GATTI Maria Grazia,GOTOR Miguel,GRANAIOLA Manuela,LO MORO Doris,MIGLIAVACCA Maurizio,PEGORER Carlo,RICCHIUTI Lucrezia,SONEGO Lodovico
Conservatori e Riformisti-17;BONFRISCO Anna Cinzia,TARQUINIO Lucio,AUGELLO Andrea,BRUNI Francesco,COMPAGNA Luigi,D'AMBROSIO LETTIERI Luigi,DI MAGGIO Salvatore Tito,FALANGA Ciro,LIUZZI Pietro,LONGO Eva,MILO Antonio,PAGNONCELLI Lionello Marco,PERRONE Luigi,TARQUINIO Lucio,ZIZZA Vittorio
Federazione della Libertà (Idea-Popolo e Libertà, PLI)-17;QUAGLIARIELLO Gaetano,BONFRISCO Anna Cinzia,FUCKSIA Serenella,DAVICO Michelino,ARACRI Francesco,AUGELLO Andrea,BILARDI Giovanni,COMPAGNA Luigi,DI GIACOMO Ulisse,GIOVANARDI Carlo
Grandi Autonomie e Libertà - Unione dei Democratici Cristiani e Democratici di Centro-17;FERRARA Mario,SCAVONE Antonio,BILARDI Giovanni,D'ANNA Vincenzo,MAURO Giovanni,COMPAGNONE Giuseppe,DAVICO Michelino,NACCARATO Paolo,PEPE Bartolomeo,RUVOLO Giuseppe,AUGELLO Andrea,BARANI Lucio,BIANCONI Laura,BILARDI Giovanni,BRUNI Francesco,CARIDI Antonio Stefano,CASALETTO Monica,CENTINAIO Gian Marco,COMPAGNA Luigi,COMPAGNONE Giuseppe,CONTI Riccardo,CROSIO Jonny,D'AMBROSIO LETTIERI Luigi,D'ANNA Vincenzo,D'ONGHIA Angela,DAVICO Michelino,DE PIN Paola,DE POLI Antonio,DI MAGGIO Salvatore Tito,ESPOSITO Giuseppe,GIOVANARDI Carlo,LANGELLA Pietro,LIUZZI Pietro,MAURO Giovanni,MAURO Mario,MILO Antonio,NACCARATO Paolo,PEPE Bartolomeo,PERRONE Luigi,QUAGLIARIELLO Gaetano,RUVOLO Giuseppe,SCAVONE Antonio,TARQUINIO Lucio,TREMONTI Giulio,VILLARI Riccardo,ZIZZA Vittorio
